id,start_time,end_time,age_range,occupation,stress_frequency,mental_health_rating,stress_symptoms,productivity_rating,performance_impact,sleep_hours,overwhelmed_frequency,deadline_impact,mental_health_resources,mental_health_importance
598,11/9/2024 7:20,11/9/2024 7:21,35 - 44,Employee,Rarely,Great,Fatigue or lack of energy,4,No,7 - 8 hours,Rarely,Agree,No,Agree
599,11/9/2024 7:23,11/9/2024 7:25,35 - 44,Employee,Monthly,Excellent,Fatigue or lack of energy,4,Yes,5 - 6 hours,Never,Strongly agree,Yes,Strongly agree
600,11/9/2024 7:45,11/9/2024 7:53,25 - 34,Employee,Rarely,Excellent,Increased irritability,3,No,5 - 6 hours,Rarely,Nither agree or disagree,Yes,Nither agree or disagree
601,11/9/2024 7:58,11/9/2024 7:59,55 +,Employee,Daily,Average,Fatigue or lack of energy;Increased irritability;Insomnia,1,Yes,7 - 8 hours,Often,Strongly agree,Yes,Strongly agree
602,11/9/2024 7:59,11/9/2024 8:02,55 +,Employee,Rarely,Excellent,Difficulty concentrating;Fatigue or lack of energy,4,Yes,7 - 8 hours,Rarely,Disagree,No,Strongly agree
603,11/9/2024 8:10,11/9/2024 8:12,18 - 24,Student,Monthly,Great,Fatigue or lack of energy;Increased irritability,1,Yes,5 - 6 hours,Sometimes,Agree,Yes,Agree
604,11/9/2024 9:20,11/9/2024 9:22,45 - 54,Employee,Rarely,Great,Fatigue or lack of energy,5,Yes,9 - 10 hours,Sometimes,Agree,No,Nither agree or disagree
605,11/9/2024 10:10,11/9/2024 10:12,18 - 24,Student,Rarely,Average,Fatigue or lack of energy;Headaches,3,No,7 - 8 hours,Rarely,Disagree,Yes,Agree
606,11/9/2024 12:37,11/9/2024 12:40,18 - 24,Employee,weekly,Average,Fatigue or lack of energy;Difficulty concentrating;Increased irritability;Headaches,3,Yes,5 - 6 hours,Often,Disagree,No,Agree
607,11/9/2024 16:30,11/9/2024 16:32,45 - 54,Employee,Daily,Average,Fatigue or lack of energy,4,No,5 - 6 hours,Often,Nither agree or disagree,No,Strongly agree
608,11/9/2024 16:47,11/9/2024 16:48,55 +,Employee,weekly,Average,Difficulty concentrating,3,Yes,7 - 8 hours,Sometimes,Agree,No,Agree
609,11/9/2024 20:35,11/9/2024 20:38,45 - 54,Employee,Rarely,Excellent,Fatigue or lack of energy;Increased irritability,4,Yes,7 - 8 hours,Rarely,Agree,Yes,Agree
610,11/9/2024 22:51,11/9/2024 22:57,55 +,Employee,Daily,Very Poor,Fatigue or lack of energy;Dizziness,2,Yes,3 - 4 hours,Often,Agree,No,Agree
612,11/9/2024 23:22,11/9/2024 23:25,45 - 54,Employee,Daily,Average,Fatigue or lack of energy,4,Yes,5 - 6 hours,Sometimes,Agree,Yes,Agree
613,11/10/2024 3:03,11/10/2024 3:06,55 +,Employee,weekly,Average,Fatigue or lack of energy;Increased irritability,3,Yes,5 - 6 hours,Often,Agree,Yes,Agree
614,11/10/2024 3:14,11/10/2024 3:17,55 +,other,Monthly,Excellent,Fatigue or lack of energy,5,Yes,3 - 4 hours,Sometimes,Strongly agree,No,Strongly agree
615,11/10/2024 3:30,11/10/2024 3:32,55 +,other,Rarely,Excellent,Fatigue or lack of energy,3,Yes,5 - 6 hours,Rarely,Agree,Yes,Agree
616,11/10/2024 5:00,11/10/2024 5:01,25 - 34,other,Rarely,Excellent,Fatigue or lack of energy;Difficulty concentrating,2,No,5 - 6 hours,Sometimes,Agree,No,Nither agree or disagree
617,11/10/2024 5:21,11/10/2024 5:23,18 - 24,Employee,Rarely,Average,Fatigue or lack of energy,3,No,7 - 8 hours,Rarely,Nither agree or disagree,No,Strongly agree
618,11/10/2024 17:14,11/10/2024 17:17,55 +,Employee,Rarely,Average,Fatigue or lack of energy;Difficulty concentrating,3,Yes,3 - 4 hours,Sometimes,Agree,No,Agree
619,11/10/2024 17:24,11/10/2024 17:25,55 +,Employee,Monthly,Average,Fatigue or lack of energy;Increased irritability;Insomnia,3,Yes,7 - 8 hours,Sometimes,Agree,No,Agree
620,11/11/2024 0:10,11/11/2024 0:12,55 +,Employee,Monthly,Excellent,Insomnia;Increased irritability;Fatigue or lack of energy,4,Yes,7 - 8 hours,Sometimes,Agree,No,Strongly agree
621,11/11/2024 7:33,11/11/2024 7:40,55 +,other,Monthly,Average,Increased irritability,3,Yes,7 - 8 hours,Sometimes,Agree,Yes,Nither agree or disagree
622,11/11/2024 20:11,11/11/2024 20:13,55 +,other,Daily,Excellent,Fatigue or lack of energy,3,Yes,7 - 8 hours,Sometimes,Agree,Yes,Agree
623,11/12/2024 19:22,11/12/2024 19:24,45 - 54,Employee,Daily,Excellent,Fatigue or lack of energy;Insomnia,3,Yes,5 - 6 hours,Sometimes,Agree,Yes,Strongly agree
624,11/12/2024 20:03,11/12/2024 20:05,45 - 54,Employee,Monthly,Excellent,Increased irritability;Insomnia,4,Yes,7 - 8 hours,Sometimes,Agree,No,Nither agree or disagree
625,11/14/2024 17:15,11/14/2024 17:17,18 - 24,Student,Monthly,Excellent,Increased irritability;Fatigue or lack of energy,3,Yes,7 - 8 hours,Rarely,Strongly agree,Yes,Agree
626,11/16/2024 1:26,11/16/2024 1:27,45 - 54,Employee,Rarely,Average,Increased irritability,4,Yes,7 - 8 hours,Rarely,Agree,No,Agree
